scaf0054177.1,Bradi2g25640.1|PACid:21808022,45.671641791
scaf0436087.1,Bradi1g65120.1|PACid:21822528,40.1606425703
scaf0356436.1,Bradi2g41340.1|PACid:21803209,12.5714285714
scaf0412317.1,Bradi1g37947.1|PACid:21815980,3.67132867133
scaf0176799.5,Bradi3g32010.1|PACid:21833105,39.5061728395
scaf0422927.2,Bradi3g36190.1|PACid:21829187,18.8841201717
scaf0176799.3,Bradi1g52470.1|PACid:21818392,22.1198156682
scaf0029459.2,Bradi2g09520.1|PACid:21808304,28.6046511628
scaf0429538.1,Bradi3g30110.1|PACid:21828566,13.9751552795
scaf0367863.1,Bradi3g35820.1|PACid:21829412,7.30011587486
scaf0135713.2,Bradi3g52620.3|PACid:21828036,37.5
scaf0135713.1,Bradi3g32840.1|PACid:21832466,59.2552026287
scaf7363910.1,Bradi4g29930.1|PACid:21810762,10.3370786517
scaf0026236.1,Bradi3g14530.1|PACid:21826991,48.3935742972
scaf0414295.1,Bradi1g69120.1|PACid:21822928,44.2857142857
scaf0157692.2,Bradi1g29360.1|PACid:21815522,33.850931677
scaf0094937.1,Bradi3g28006.1|PACid:21833604,43.8834951456
scaf0272637.1,Bradi1g03110.1|PACid:21814797,19.9404761905
scaf0220473.2,Bradi2g43710.1|PACid:21806912,45.7482993197
scaf0003833.2,Bradi1g55610.1|PACid:21816752,13.2947976879
scaf0168875.1,Bradi5g02490.1|PACid:21825541,5.40880503145
scaf0272766.1,Bradi1g34087.1|PACid:21821733,56.3414634146
scaf7360806.1,Bradi3g42050.1|PACid:21826888,5.26315789474
scaf0069100.2,Bradi2g11320.1|PACid:21803315,52.1489971347
scaf0101899.2,Bradi4g13990.1|PACid:21811740,17.3913043478
scaf0069100.1,Bradi2g11320.1|PACid:21803315,59.5988538682
scaf0413498.1,Bradi5g03420.1|PACid:21825392,4.0
scaf0287951.1,Bradi1g34130.1|PACid:21819531,50.4043126685
scaf0056898.2,Bradi3g09630.1|PACid:21832281,41.935483871
scaf0056898.1,Bradi3g09640.1|PACid:21829765,29.1338582677
scaf0231661.2,Bradi2g45750.1|PACid:21808354,5.6
scaf0431519.1,Bradi1g07980.1|PACid:21817877,4.98753117207
scaf0418502.1,Bradi1g70890.1|PACid:21821440,17.5077239959
scaf0418502.2,Bradi3g59780.1|PACid:21827983,23.8418079096
scaf0072328.1,Bradi4g21970.1|PACid:21809851,38.5620915033
scaf0393165.1,Bradi2g47980.3|PACid:21803237,3.8854805726
scaf0393165.2,Bradi2g44480.1|PACid:21807938,47.7900552486
scaf0428094.2,Bradi2g38650.1|PACid:21808775,17.6706827309
scaf0149496.1,Bradi1g18240.1|PACid:21818262,13.7614678899
scaf0426024.1,Bradi5g03180.1|PACid:21823874,26.7831149927
scaf0133257.1,Bradi4g22810.1|PACid:21810388,34.8484848485
scaf0155740.1,Bradi3g08910.1|PACid:21828418,5.32544378698
scaf0379086.1,Bradi1g23270.1|PACid:21821017,5.06329113924
scaf0431505.1,Bradi3g08120.1|PACid:21831375,38.2252559727
scaf7362923.1,Bradi4g45397.1|PACid:21812063,0.277777777778
scaf0414726.1,Bradi3g02130.1|PACid:21832218,6.90909090909
scaf0068894.1,Bradi4g03093.1|PACid:21811189,54.2372881356
scaf0339914.1,Bradi4g17400.1|PACid:21813359,22.8723404255
scaf0027341.1,Bradi2g25630.1|PACid:21804967,29.3772032902
scaf0423307.1,Bradi4g35040.1|PACid:21810679,46.5517241379
scaf0332600.1,Bradi3g57480.1|PACid:21830573,27.4535809019
scaf0332600.2,Bradi2g19640.1|PACid:21803018,43.2404540764
scaf0329909.1,Bradi5g00830.1|PACid:21825961,56.3888888889
scaf0412373.1,Bradi2g01010.1|PACid:21807148,19.5704057279
scaf0412373.2,Bradi3g37750.1|PACid:21830313,49.7619047619
scaf0366555.1,Bradi5g24550.2|PACid:21825659,18.0974477958
scaf0085386.1,Bradi1g05850.1|PACid:21817098,17.6470588235
scaf0280750.1,Bradi1g27740.1|PACid:21820866,45.9353574927
scaf0027991.1,Bradi5g04673.1|PACid:21824058,7.41510741511
scaf0120131.1,Bradi1g76640.1|PACid:21819738,26.3069139966
scaf0193688.2,Bradi1g68880.1|PACid:21817531,1.53846153846
scaf0193688.1,Bradi1g02230.1|PACid:21816416,32.4675324675
scaf0099696.2,Bradi2g48880.1|PACid:21803437,50.78125
scaf0099696.1,Bradi3g09820.1|PACid:21829636,0.529100529101
scaf0377544.1,Bradi2g37980.2|PACid:21803850,43.3684210526
scaf0295808.2,Bradi4g05100.1|PACid:21811474,47.0881863561
scaf0295808.1,Bradi5g10432.1|PACid:21826077,18.7244480785
scaf0171675.2,Bradi2g24390.1|PACid:21803870,17.3195876289
scaf0171675.1,Bradi3g49260.1|PACid:21829987,27.0194986072
scaf0341297.1,Bradi2g23620.1|PACid:21803279,19.1717791411
scaf0435400.1,Bradi5g21870.2|PACid:21824499,36.2525458248
scaf0146180.1,Bradi2g14620.1|PACid:21805711,16.3543441227
scaf0346663.1,Bradi1g35600.1|PACid:21815181,8.55397148676
scaf0430100.1,Bradi2g13600.1|PACid:21803045,51.4450867052
scaf0295084.1,Bradi4g09007.1|PACid:21812980,21.25
scaf0336358.2,Bradi1g53340.1|PACid:21822655,43.75
scaf0436182.1,Bradi2g12320.1|PACid:21803289,30.033557047
scaf0435331.1,Bradi5g17860.1|PACid:21824351,54.5253863135
scaf0121733.1,Bradi4g40010.1|PACid:21814501,56.679389313
scaf0433529.2,Bradi3g03882.1|PACid:21827733,22.6229508197
scaf0044363.1,Bradi1g67247.1|PACid:21822739,32.9949238579
scaf0044363.2,Bradi5g15070.1|PACid:21825793,32.6086956522
scaf0294160.2,Bradi4g20020.1|PACid:21814206,48.1865284974
scaf0375909.1,Bradi5g26830.1|PACid:21825723,28.0575539568
scaf0431063.1,Bradi1g47340.2|PACid:21822967,12.6315789474
scaf0420383.1,Bradi2g02900.1|PACid:21808007,5.40540540541
scaf0315178.1,Bradi3g59960.1|PACid:21832696,43.0740037951
scaf0315178.3,Bradi4g35460.1|PACid:21813840,49.8233215548
scaf0303251.1,Bradi1g11040.1|PACid:21821620,39.231824417
scaf7364082.1,Bradi3g58100.1|PACid:21828701,18.5185185185
scaf0118125.1,Bradi3g05480.1|PACid:21833245,49.4577006508
scaf0436223.1,Bradi4g33160.1|PACid:21811673,33.569530558
scaf0243161.1,Bradi3g55940.1|PACid:21828666,60.8378870674
scaf0212919.1,Bradi5g18160.1|PACid:21825822,23.786407767
scaf0414194.3,Bradi3g05460.1|PACid:21830545,8.66141732283
scaf0005997.1,Bradi5g15060.1|PACid:21825544,48.6301369863
scaf0033333.1,Bradi1g60230.1|PACid:21818663,29.4573643411
scaf0368962.1,Bradi5g17850.1|PACid:21825136,44.9152542373
scaf0099674.2,Bradi3g53370.1|PACid:21827087,33.5051546392
scaf0099674.1,Bradi5g25050.1|PACid:21825550,56.6844919786
scaf0066939.1,Bradi1g33640.1|PACid:21816599,51.5046296296
scaf0227610.1,Bradi1g69870.1|PACid:21815307,36.5019011407
scaf0338105.2,Bradi4g09630.1|PACid:21812784,36.7727771679
scaf0110567.2,Bradi2g49690.1|PACid:21805197,15.1624548736
scaf0215951.1,Bradi2g35790.1|PACid:21805082,31.25
scaf0047866.2,Bradi1g57670.1|PACid:21823257,55.5886736215
scaf0240146.2,Bradi1g62440.1|PACid:21822794,35.8792184725
scaf0059547.2,Bradi3g17780.1|PACid:21829161,21.192893401
scaf0121543.2,Bradi1g25150.1|PACid:21820719,53.9884393064
scaf0121543.1,Bradi4g15420.1|PACid:21813402,29.7435897436
scaf0337826.1,Bradi1g54880.1|PACid:21816268,50.0
scaf0396679.1,Bradi5g02290.1|PACid:21824488,23.5173824131
scaf0436058.1,Bradi2g38577.1|PACid:21807964,27.9878971256
scaf0032015.1,Bradi3g30127.1|PACid:21828952,15.3153153153
scaf0107933.1,Bradi1g25002.2|PACid:21816329,20.9962506695
scaf0046833.4,Bradi1g56057.1|PACid:21822280,34.8387096774
scaf0046833.2,Bradi2g54540.1|PACid:21804698,11.3475177305
scaf7363740.1,Bradi2g14147.1|PACid:21805950,33.0054644809
scaf0046833.1,Bradi3g23360.1|PACid:21831368,6.11888111888
scaf0431881.1,Bradi1g65940.1|PACid:21822607,3.88768898488
scaf0241876.1,Bradi1g32420.1|PACid:21819287,29.5081967213
scaf0401668.1,Bradi1g77247.1|PACid:21818976,48.6642221058
scaf0364650.1,Bradi2g31080.1|PACid:21805849,28.5714285714
scaf0048463.1,Bradi1g65760.1|PACid:21818204,23.8317757009
scaf0180747.1,Bradi5g02490.1|PACid:21825541,12.4528301887
scaf0202129.1,Bradi4g37220.1|PACid:21813059,24.6153846154
scaf0202129.2,Bradi3g00597.1|PACid:21827663,49.2822966507
scaf0153292.3,Bradi1g18070.7|PACid:21814850,29.0657439446
scaf0125596.1,Bradi2g61727.1|PACid:21804368,17.4641148325
scaf0013684.1,Bradi1g57570.1|PACid:21819852,40.848806366
scaf0015047.2,Bradi1g73680.1|PACid:21814866,30.8319738989
scaf0034172.2,Bradi1g76050.1|PACid:21815418,54.9606299213
scaf0034172.1,Bradi3g39500.1|PACid:21832362,8.23170731707
scaf0003627.1,Bradi4g32480.1|PACid:21812348,34.6385542169
scaf0336012.1,Bradi1g53930.1|PACid:21818729,62.932790224
scaf0145850.1,Bradi5g08760.1|PACid:21825879,18.8854489164
scaf0065451.2,Bradi2g16690.1|PACid:21803727,58.48452508
scaf0160154.1,Bradi2g47970.1|PACid:21809291,42.1610169492
scaf0419093.1,Bradi4g14930.1|PACid:21812942,27.7027027027
scaf0203853.1,Bradi1g73877.1|PACid:21816761,36.1064891847
scaf0353989.1,Bradi3g10240.1|PACid:21831025,8.87096774194
scaf0435399.1,Bradi3g50760.1|PACid:21827154,53.5928143713
scaf0407237.1,Bradi1g28120.1|PACid:21820611,20.9090909091
scaf0111125.3,Bradi4g21150.1|PACid:21814660,61.186440678
scaf0111125.2,Bradi4g40400.1|PACid:21811410,28.1456953642
scaf0136041.1,Bradi3g47410.1|PACid:21829087,10.9090909091
scaf0409700.2,Bradi4g07870.1|PACid:21812199,11.2244897959
scaf0040430.1,Bradi3g14350.1|PACid:21830134,47.1962616822
scaf0409700.1,Bradi4g34070.1|PACid:21810641,29.0441176471
scaf0426294.1,Bradi1g00950.1|PACid:21820029,17.9347826087
scaf0172947.2,Bradi1g34500.1|PACid:21821437,6.14035087719
scaf0172947.3,Bradi1g07390.1|PACid:21815470,33.7480559876
scaf0102467.1,Bradi1g09400.1|PACid:21816437,46.1165048544
scaf0379876.1,Bradi1g35780.1|PACid:21814876,13.8686131387
scaf0022952.1,Bradi3g39440.1|PACid:21827433,42.5
scaf0023295.1,Bradi4g44730.1|PACid:21814257,50.2673796791
scaf0023295.2,Bradi1g52640.1|PACid:21819185,10.4316546763
scaf0098712.1,Bradi5g03666.1|PACid:21823984,32.7927927928
scaf0098712.2,Bradi1g07380.1|PACid:21815209,41.8655097614
scaf0073973.1,Bradi3g07385.1|PACid:21829272,30.5239179954
scaf0098603.1,Bradi1g53710.1|PACid:21822881,33.3333333333
scaf0124857.1,Bradi1g36350.2|PACid:21823112,13.880742913
scaf0027674.1,Bradi3g17130.1|PACid:21829779,24.3421052632
scaf0126354.1,Bradi3g09910.1|PACid:21831704,17.8571428571
scaf0109314.2,Bradi2g60650.1|PACid:21804241,40.1129943503
scaf0210456.1,Bradi1g59587.1|PACid:21816629,47.2885032538
scaf0109314.1,Bradi3g31850.1|PACid:21830193,54.1666666667
scaf0192434.2,Bradi3g22635.1|PACid:21828571,31.7829457364
scaf0192434.1,Bradi1g68020.1|PACid:21820524,20.0607902736
scaf0212535.2,Bradi5g04760.1|PACid:21825192,54.8183254344
scaf0212535.1,Bradi1g64630.1|PACid:21820122,45.3913043478
scaf0364376.1,Bradi1g15800.1|PACid:21820841,12.4454148472
scaf0255349.1,Bradi4g34110.1|PACid:21810611,31.5384615385
scaf0223484.1,Bradi1g42010.1|PACid:21822966,4.25219941349
scaf0286376.1,Bradi5g20410.1|PACid:21824859,5.07042253521
scaf0186455.3,Bradi3g51930.1|PACid:21832722,0.0
scaf0427414.1,Bradi1g44920.1|PACid:21817679,31.2741312741
scaf0047284.1,Bradi3g32282.1|PACid:21831155,47.896039604
scaf0088995.1,Bradi1g27867.1|PACid:21816224,46.5346534653
scaf0431948.1,Bradi1g19920.1|PACid:21820707,19.1071428571
scaf0186666.1,Bradi1g04310.1|PACid:21814980,26.9916765755
scaf0186666.3,Bradi4g33350.1|PACid:21809873,54.8879837067
scaf0229833.1,Bradi1g07630.1|PACid:21821703,14.0
scaf0363059.1,Bradi1g70030.1|PACid:21819605,50.0797448166
scaf0125120.2,Bradi5g23800.1|PACid:21826066,32.3129251701
scaf0095639.1,Bradi1g02060.1|PACid:21818029,57.9196217494
scaf0378746.1,Bradi4g11470.1|PACid:21810228,29.7872340426
scaf0102841.1,Bradi3g58092.1|PACid:21831532,32.7122153209
scaf0389838.1,Bradi4g07070.1|PACid:21811288,25.6
scaf0094392.2,Bradi3g53920.1|PACid:21830955,9.80392156863
scaf0194828.1,Bradi1g78120.1|PACid:21818050,50.0
scaf0270920.1,Bradi3g41210.1|PACid:21830348,33.7837837838
scaf0270920.2,Bradi2g20977.1|PACid:21806202,21.4859437751
scaf0351094.1,Bradi1g67730.1|PACid:21818292,3.57142857143
scaf0214016.1,Bradi5g19710.1|PACid:21825748,28.3464566929
scaf0037579.1,Bradi4g23757.1|PACid:21811497,57.3705179283
scaf0331426.1,Bradi3g27750.1|PACid:21832508,18.3743560389
scaf0080742.3,Bradi3g50722.1|PACid:21833167,3.24543610548
scaf0080742.2,Bradi3g50716.1|PACid:21826789,13.7529137529
scaf0120510.1,Bradi1g74070.1|PACid:21819289,36.9098712446
scaf0387813.1,Bradi3g29790.1|PACid:21830910,6.54911838791
scaf0191914.1,Bradi5g10140.1|PACid:21824949,7.38137082601
scaf0159987.1,Bradi2g09400.1|PACid:21807420,25.9911894273
scaf0232694.2,Bradi1g24640.1|PACid:21815429,5.26315789474
scaf0034700.2,Bradi2g54540.1|PACid:21804698,11.3475177305
scaf0002659.1,Bradi1g64687.1|PACid:21816070,34.1954022989
scaf0406651.1,Bradi2g57087.1|PACid:21804625,37.3115577889
scaf0262571.1,Bradi2g50080.1|PACid:21803446,6.84931506849
scaf0292884.1,Bradi1g21914.1|PACid:21820033,28.5714285714
scaf0262571.2,Bradi2g08470.1|PACid:21807990,39.7660818713
scaf0163184.1,Bradi5g24650.1|PACid:21824514,59.1836734694
scaf0244769.1,Bradi1g10280.1|PACid:21819214,17.6715176715
scaf0244769.2,Bradi1g10290.1|PACid:21818582,17.9487179487
scaf0108634.1,Bradi5g15210.1|PACid:21825308,22.1991701245
scaf0122221.1,Bradi2g51657.1|PACid:21806420,5.48354935194
scaf0128127.2,Bradi1g39040.1|PACid:21816502,20.2380952381
scaf0128127.1,Bradi1g39040.1|PACid:21816502,22.619047619
scaf0190404.1,Bradi1g21110.1|PACid:21821491,39.7009966777
scaf0190404.2,Bradi2g22740.1|PACid:21803425,10.2459016393
scaf0302147.1,Bradi1g66490.1|PACid:21815299,20.5357142857
scaf0417844.2,Bradi5g25060.1|PACid:21823956,37.4316939891
scaf0128578.1,Bradi4g04940.1|PACid:21813007,36.8522072937
scaf7363330.2,Bradi2g52110.1|PACid:21806414,8.02919708029
scaf0044529.1,Bradi4g39880.1|PACid:21811610,18.7839305103
scaf7363293.1,Bradi4g39167.1|PACid:21813343,50.9293680297
scaf0068800.1,Bradi1g54710.1|PACid:21822167,63.9514731369
scaf0423330.1,Bradi2g55497.1|PACid:21805137,4.79041916168
scaf0007380.2,Bradi2g05420.1|PACid:21808160,5.95238095238
scaf0007380.3,Bradi1g06090.1|PACid:21816308,9.15032679739
scaf0012202.1,Bradi2g61850.1|PACid:21804449,9.09090909091
scaf0071642.1,Bradi1g36360.1|PACid:21823351,43.1309904153
scaf0229190.2,Bradi1g65810.1|PACid:21816203,28.3783783784
scaf0229190.1,Bradi2g16350.1|PACid:21804006,14.0483383686
scaf0007823.1,Bradi4g32350.1|PACid:21812780,21.2574850299
scaf0322161.1,Bradi2g43500.1|PACid:21807692,32.8443357783
scaf0123593.2,Bradi1g31910.1|PACid:21822626,52.8301886792
scaf0261425.1,Bradi1g60810.1|PACid:21822813,13.4897360704
scaf7363921.1,Bradi1g74250.1|PACid:21821388,51.8987341772
scaf7363921.2,Bradi5g15040.1|PACid:21824735,54.0540540541
scaf0214596.1,Bradi1g34850.1|PACid:21815443,51.3215859031
scaf0373789.1,Bradi4g21025.1|PACid:21813645,12.1428571429
scaf7364064.1,Bradi2g52680.1|PACid:21805500,58.524173028
scaf0076065.1,Bradi2g15660.1|PACid:21807210,59.4594594595
scaf0076065.2,Bradi3g51880.1|PACid:21829778,51.1976047904
scaf0214704.2,Bradi5g07170.1|PACid:21825360,4.03225806452
scaf0214704.1,Bradi1g69120.1|PACid:21822928,41.2698412698
scaf0266428.1,Bradi2g15250.1|PACid:21803731,11.0307414105
scaf0175032.2,Bradi1g31737.2|PACid:21820201,18.00486618
scaf0175032.3,Bradi2g40627.1|PACid:21808065,35.5877616747
scaf0175032.1,Bradi1g59370.1|PACid:21821424,15.9689922481
scaf0413363.1,Bradi2g40470.1|PACid:21806557,49.4077834179
scaf0130029.1,Bradi3g26730.1|PACid:21830146,40.2826855124
scaf0245441.1,Bradi3g52720.1|PACid:21827906,12.0454545455
scaf0275089.1,Bradi5g12265.1|PACid:21824989,19.7580645161
scaf0275337.1,Bradi1g46460.1|PACid:21816706,26.8085106383
scaf0275337.2,Bradi3g04210.1|PACid:21826968,55.7237464522
scaf0078650.1,Bradi3g15740.1|PACid:21827482,52.6315789474
scaf0307433.1,Bradi1g20160.1|PACid:21816310,52.1252796421
scaf0307433.2,Bradi2g22367.1|PACid:21802904,58.7387387387
scaf0047578.2,Bradi2g52417.1|PACid:21802990,46.2099125364
scaf0127485.1,Bradi3g02970.2|PACid:21831853,1.42348754448
scaf0267831.1,Bradi1g06590.1|PACid:21816700,10.7883817427
scaf0349006.1,Bradi1g59160.1|PACid:21815220,16.7689161554
scaf7364047.1,Bradi1g31987.1|PACid:21817566,37.216189536
scaf7364047.2,Bradi1g72800.1|PACid:21816359,9.68586387435
scaf0187412.2,Bradi2g25070.1|PACid:21803287,47.9487179487
scaf0241597.2,Bradi2g29960.1|PACid:21804828,20.1570680628
scaf0137825.1,Bradi5g21140.1|PACid:21824213,47.3186119874
scaf0241597.1,Bradi2g53790.2|PACid:21803472,19.4881889764
scaf0216199.1,Bradi5g24570.1|PACid:21825705,26.5402843602
scaf0185985.1,Bradi2g09407.1|PACid:21807839,35.3728489484
scaf0000692.1,Bradi2g42920.1|PACid:21807553,31.0344827586
scaf7363743.1,Bradi3g06950.1|PACid:21831593,21.0424710425
scaf0315589.1,Bradi4g20127.1|PACid:21814114,15.7181571816
scaf0133970.2,Bradi1g75530.1|PACid:21822324,11.5452930728
scaf0133970.1,Bradi3g29080.1|PACid:21828688,38.0884450785
scaf0075951.1,Bradi4g05000.2|PACid:21812142,60.4606525912
scaf0326843.1,Bradi4g30430.1|PACid:21812708,45.3968253968
scaf0017586.1,Bradi4g42880.1|PACid:21814036,1.96078431373
scaf0174799.1,Bradi2g53700.1|PACid:21807330,4.88245931284
scaf0386537.2,Bradi1g68280.1|PACid:21820835,40.9722222222
scaf0219280.2,Bradi2g46260.1|PACid:21809244,6.77419354839
scaf0386537.1,Bradi2g37320.1|PACid:21805755,27.1317829457
scaf0028482.1,Bradi3g60100.1|PACid:21830501,14.1176470588
scaf0196325.2,Bradi4g30930.1|PACid:21813755,57.3076923077
scaf0196325.1,Bradi1g47750.1|PACid:21821768,43.3862433862
scaf0145055.1,Bradi1g29930.1|PACid:21822551,22.8187919463
scaf0119765.1,Bradi5g17057.1|PACid:21825067,25.1141552511
scaf0211495.1,Bradi1g37770.1|PACid:21815343,7.73638968481
scaf0157720.1,Bradi1g04720.1|PACid:21822620,29.0865384615
scaf0370551.1,Bradi5g00680.1|PACid:21824061,36.1607142857
scaf0433453.1,Bradi5g17720.1|PACid:21825266,8.99470899471
scaf0056735.2,Bradi4g23757.1|PACid:21811497,61.9521912351
scaf0113673.1,Bradi3g29230.1|PACid:21830373,54.5219638243
scaf0338520.2,Bradi5g22340.1|PACid:21825081,9.375
scaf0100626.1,Bradi3g09797.1|PACid:21829063,56.0747663551
scaf0033554.1,Bradi2g11600.2|PACid:21809234,36.8421052632
scaf0013119.1,Bradi1g15470.1|PACid:21815692,36.2433862434
scaf0118686.1,Bradi5g13960.1|PACid:21825098,6.18066561014
scaf0118686.2,Bradi4g20890.1|PACid:21813390,15.6507413509
scaf0050216.1,Bradi3g28875.2|PACid:21828103,56.6153846154
scaf0381838.1,Bradi3g41420.1|PACid:21832967,46.3800904977
scaf0098587.1,Bradi2g12817.1|PACid:21804444,13.025210084
scaf0375669.1,Bradi4g42900.1|PACid:21809861,26.6802443992
scaf0416251.1,Bradi1g08750.1|PACid:21815612,37.5
scaf0141246.3,Bradi5g02900.1|PACid:21826045,20.5992509363
scaf0161114.1,Bradi2g06210.1|PACid:21803558,10.071942446
scaf0027817.1,Bradi3g32070.1|PACid:21832167,47.7443609023
scaf0128381.1,Bradi1g36320.1|PACid:21817915,41.2556053812
scaf0030902.1,Bradi5g11700.1|PACid:21826506,50.3184713376
scaf0413222.1,Bradi1g45347.1|PACid:21816169,18.8144329897
scaf0013206.1,Bradi5g00970.1|PACid:21825495,63.167587477
scaf0204801.1,Bradi4g16522.1|PACid:21814579,26.1565836299
scaf0228732.1,Bradi1g26720.1|PACid:21817085,18.6528497409
scaf0415278.1,Bradi3g38640.1|PACid:21830252,31.9391634981
scaf0340059.2,Bradi4g16700.1|PACid:21811479,20.625
scaf0388596.1,Bradi5g19710.1|PACid:21825748,40.6824146982
scaf0258511.1,Bradi1g31130.1|PACid:21823354,48.3894058697
scaf0077186.1,Bradi2g62510.1|PACid:21806686,24.1509433962
scaf0195673.1,Bradi3g36450.1|PACid:21828255,9.77443609023
scaf0309336.2,Bradi2g33580.1|PACid:21808500,24.5341614907
scaf0292976.1,Bradi3g56060.1|PACid:21832163,5.67010309278
scaf0028409.1,Bradi2g09530.1|PACid:21808298,20.3629032258
scaf0024243.1,Bradi2g08832.1|PACid:21804765,9.95670995671
scaf0312573.1,Bradi3g26370.1|PACid:21832790,33.7007874016
scaf0428428.1,Bradi4g32460.1|PACid:21811394,13.0208333333
scaf0323543.1,Bradi2g46477.1|PACid:21806847,49.063032368
scaf0340690.2,Bradi3g29600.1|PACid:21832317,20.979020979
scaf0340690.1,Bradi3g29590.1|PACid:21833114,23.3393177738
scaf0355823.1,Bradi4g29730.1|PACid:21811315,15.2873563218
scaf0337028.3,Bradi1g28320.1|PACid:21819640,53.986013986
scaf0192107.1,Bradi4g09110.1|PACid:21809774,20.987654321
scaf0337028.1,Bradi1g52740.1|PACid:21815338,3.84900074019
scaf0337028.4,Bradi2g59990.1|PACid:21807970,29.9657534247
scaf0388352.1,Bradi1g30910.1|PACid:21815804,26.4508928571
scaf0007403.1,Bradi1g00760.1|PACid:21821673,46.7406380028
scaf0094733.4,Bradi4g05560.1|PACid:21810484,17.4657534247
scaf0388352.2,Bradi1g02840.1|PACid:21819066,27.8095238095
scaf0094733.2,Bradi4g11310.1|PACid:21810628,41.3994169096
scaf0094733.3,Bradi4g05570.1|PACid:21813326,9.38271604938
scaf0094733.1,Bradi4g05590.1|PACid:21811506,14.5728643216
scaf0167044.2,Bradi2g40740.1|PACid:21804946,53.3049040512
scaf0167044.1,Bradi1g45330.1|PACid:21816926,37.532808399
scaf0104228.1,Bradi1g55000.1|PACid:21816349,27.1573604061
scaf0069744.1,Bradi1g42730.1|PACid:21815568,18.537414966
scaf0191043.1,Bradi1g00677.1|PACid:21815179,10.8552631579
scaf0434285.1,Bradi1g33630.1|PACid:21818263,44.387755102
scaf0411995.1,Bradi3g05292.1|PACid:21832913,13.2542037587
scaf0092371.1,Bradi3g32070.1|PACid:21832167,48.4962406015
scaf0340676.1,Bradi1g16060.1|PACid:21817968,50.8180943215
scaf0160202.1,Bradi4g25530.1|PACid:21814790,16.0206718346
scaf0306679.2,Bradi3g50800.1|PACid:21830477,4.85829959514
scaf0306679.1,Bradi3g50800.1|PACid:21830477,4.04858299595
scaf0427010.1,Bradi4g36220.2|PACid:21812408,13.0127298444
scaf0316340.1,Bradi4g11320.1|PACid:21809789,35.8490566038
scaf0207069.1,Bradi4g21980.1|PACid:21811603,13.548951049
scaf0389418.1,Bradi2g02070.1|PACid:21807784,15.9574468085
scaf0006541.1,Bradi1g26330.1|PACid:21822669,35.5704697987
scaf0001404.1,Bradi3g33100.1|PACid:21833127,8.79120879121
scaf0111962.1,Bradi1g65345.1|PACid:21815493,34.4660194175
scaf0127797.1,Bradi1g23430.1|PACid:21816648,44.5297504798
scaf0116960.1,Bradi1g46090.1|PACid:21819381,25.7383966245
scaf0101203.2,Bradi1g76940.1|PACid:21821536,22.2950819672
scaf0111576.1,Bradi2g39880.1|PACid:21805255,38.064516129
scaf0130698.1,Bradi2g02180.1|PACid:21804849,4.60526315789
scaf0410345.1,Bradi1g24730.1|PACid:21818178,41.7794970986
scaf0276734.1,Bradi5g12137.1|PACid:21824325,35.6540084388
scaf0062046.1,Bradi3g29130.1|PACid:21828167,50.9578544061
scaf0299538.1,Bradi3g15027.1|PACid:21827965,16.4726426077
scaf0089607.4,Bradi4g13920.1|PACid:21814185,39.4366197183
scaf0089607.5,Bradi2g17960.1|PACid:21804658,31.3402061856
scaf0347386.1,Bradi1g10510.1|PACid:21821629,30.4394426581
scaf0089607.1,Bradi1g62120.1|PACid:21816861,39.5939086294
scaf0089607.2,Bradi1g45487.1|PACid:21816945,56.8253968254
scaf0089607.3,Bradi1g75730.1|PACid:21819613,51.8164435946
scaf0420013.1,Bradi1g71020.1|PACid:21821149,52.5179856115
scaf0019124.1,Bradi2g45757.1|PACid:21807770,3.59281437126
scaf0029933.1,Bradi1g24747.1|PACid:21818526,38.0753138075
scaf0158029.1,Bradi4g23080.1|PACid:21813960,35.3319057816
scaf0044839.1,Bradi3g59147.1|PACid:21830246,58.2901554404
scaf0297457.1,Bradi2g54740.1|PACid:21807865,53.2062391681
scaf0078919.1,Bradi3g01487.1|PACid:21831078,27.0737327189
scaf0151362.1,Bradi5g12250.1|PACid:21826678,32.967032967
scaf0098936.1,Bradi1g78570.1|PACid:21819777,19.1304347826
scaf0410359.1,Bradi1g21560.1|PACid:21818019,13.5207496653
scaf0381159.1,Bradi3g29310.1|PACid:21829293,47.8102189781
scaf0063760.1,Bradi3g01690.1|PACid:21832321,48.1481481481
scaf0176435.2,Bradi4g41980.1|PACid:21812623,55.3158705701
scaf0250069.1,Bradi1g19270.1|PACid:21822420,54.4910179641
scaf0024266.1,Bradi2g52690.1|PACid:21809456,46.5618860511
scaf0189490.1,Bradi3g22330.1|PACid:21832651,33.9768339768
scaf0018451.2,Bradi5g26130.1|PACid:21824219,53.3333333333
scaf0129682.1,Bradi1g63397.1|PACid:21817146,15.3846153846
scaf0055698.1,Bradi3g18650.1|PACid:21832318,10.7279693487
scaf0352249.1,Bradi1g65940.1|PACid:21822607,26.6738660907
scaf0427486.2,Bradi4g24180.1|PACid:21811055,11.9246861925
scaf0427486.1,Bradi4g41400.1|PACid:21813042,8.0985915493
scaf0241544.1,Bradi1g68560.1|PACid:21822009,44.2748091603
scaf0416739.1,Bradi1g30410.1|PACid:21816937,11.2834978843
scaf0148541.1,Bradi2g62450.1|PACid:21804743,18.6746987952
scaf0148541.2,Bradi3g59780.1|PACid:21827983,27.5706214689
scaf0372337.1,Bradi3g14460.1|PACid:21831790,31.2368972746
